english,rohingya,word_type,category
original,asóli,adj.,general
original,miálsára,adj.,general
originally,asólot,adv.,general
originally,asóle,adv.,general
originally,asólotto,adv.,general
originally,asól gorí,adv.,general
orphan,etim,adj.,general
orphan,lawaris,adj.,general
orphan,bafmaa sára,adj.,general
orphanage,etimi,adj.,general
orthographic,lekónor,n.,general
osmosis,osmosís,n.,general
other,oinno,adj.,general
other,ar,adj.,general
other,dusára,adj.,general
others,oinno manúic ókkol,pron.,general
our,añárar,pron.,general
ours,añárár nizor,pron.,general
ourselves,añára nize,pron.,general
ourselves,añára nizebaze,pron.,general
out,baáre,adv.,general
out,baárkule,adv.,general
out,bútore noó,adv.,general
out,oinno zagat,adv.,general
out,eçé nái,adv.,general
out,duré,adv.,general
outbreak,fólizoon,n.,general
outcome,notiza,n.,general
outcome,rezól,n.,general
outcome,fáisela,n.,general
outcry,sikkara,n. v.,general
outcry,sillo,v.,general
outcry,guzoro,v.,general
outcry,guzora,n.,general
outcry,fóriyat,n.,general
outcry,hañda,n.,general
outer ear,baáror han,n.,general
outline,háka,n.,general
outline,boiyangor,v.,general
outline,baáror lain,n.,general
outline,húlasa,n.,general
outlined,boiyan gorágiye,v.,general
outlined,baártu lain diyé,v.,general
outlined,fakkárai lain diyé,v.,general
outlined,dhákortu lain diyé,v.,general
outlined,nokcá banaiyé,v.,general
outlined,plan gor,v.,general
outlook,baártu saá,v.,general
outlook,nozoria,n.,general
outlook,rai,n.,general
outrageous,bordac gorí nofaréde,adj.,general
outrageous,guccá uçéde,adj.,general
outrageous,hañfani aiyéfán hórafde,adj.,general
outrageous,zulúmi,adj.,general
outset,cúrut,n.,general
outset,eptedá,n.,general
outside,baárkule,adv.,general
outside,baáre,adv.,general
outside,baármikka,adv.,general
outside,baáire,adv.,general
outside,zahéri háalot,adv.,general
outside,beec ottu beec,adv.,general
outward,baártu,adj.,general
outward,baármikka,adj.,general
outward,baármikká,adj.,general
oval,andhar cokólola,adj.,general
ovary,fúlgor,woman,general
over,uore,v.,general
over,óigiyói,v.,general
over,fúraigiyói,v.,general
over,baáigiyói báraigiyegói,v.,general
overall,kulehale,adj.,general
overall,kullé,adj.,general
overall,mujammá,adj.,general
overall,muthmath,adj.,general
overcrowding,bicí zámilade,adj.,general
overcrowding,bicí haiththa haçidé,adj.,general
overlap,uore uçé,v.,general
overlook,noódeke,v.,general
overnight,raitbór,adj.,general
overnight,fura rait,adj.,general
override,félaiagezoon,n.,general
oversaw,saáitáikke,v.,general
oversee,saáitáke,v.,general
oversleeping,bicí gorí gum zoon,n.,general
oversleeping,deri gorí gúm zoon,n.,general
oversleeping,ódor baára gúm zoon,n.,general
overview,aám nozoriya,n.,general
overview,obarbyú,n.,general
overview,uortúsoó,n.,general
overweight,bicíbór,adj. n.,general
overweight,ovaruzón,adj. n.,general
overweight,bicíuzon,adj.,general
overwhelm,dufígiyói,v.,general
overwhelm,uddum óiye,v.,general
overwhelm,dukder,v.,general
overwhelm,bórigiyoi,v.,general
overwhelmin,ódorbaára,n.,general
overwhelmin,bilkúl,n.,general
overwhelmin,hárasíra,n.,general
overwhelmin,becábicí,n.,general
overwhelmin,gírifélarde,adj.,general
overwrite,lekár uore lek,v.,general
oviduct,fúlgor ór fáik,n.,general
owe,diya foribóu,v.,general
owl,feñsa,n.,general
own,nizor,pron.,general
owner,girós,n.,general
owner,maalek,n.,general
ownership,maaleki,n.,general
ownself,nizebaze,n.,general
oxen,tongoru,n.,general
oxygen,oksijan háwa,n.,general
oyster,síloin,n.,general
pack,pek goré,v.,general
pack,buñda bañde,v.,general
pack,dola goré,v.,general
pack,bañde,v.,general
pack,pek,n.,general
pack,pekgor,v.,general
pad,pedh,n.,general
pad,rui or faththa,n.,general
padding,zaba,n.,general
paddle,théng e sola,v.,general
paddle,ceththá gas,n.,general
paddy,dán,n.,general
paediatric,fuaindór,adj.,general
page,sófa,n.,general
pagoda,zadi,n.,general
pagoda,zedi,n. Burma.,general
pain,bic,n.,general
pain,doród,n.,general
pain,bic goré,v.,general
pain,dorót goré,v.,general
pain,thonthona,v.,general
pain,hoñre,v.,general
pain,sissia,v.,general
pain,fúre,v.,general
pain,fure,n.,general
pain,kúiththa mare,v.,general
pain,sikkú sikkú goré,v.,general
pain,hoctho,n.,general
pain,dukfa,v.,general
pain,hoñra,v.,general
pain suffering,hooñrar,v.,general
painful,doród goréde,adj.,general
painful,dukfa de,adj.,general
paint,sábatul,v.,general
painting,sábatulóon,n.,general
palate,galor sal,n.,general
palm,hátor tallwa,n.,general
palm,átor tallwa,n.,general
palm,talgas,n.,general
palm,tallwa,n.,general
palm,hájurgas,n.,general
palm oil,talgas ór tel,n.,general
pancreas,pankarias,n.,general
pancreas,insulin neeledé jiníc,n.,general
pancreas,ammfata,n.,general
pancreas,lebolbá,n.,general
panda,pandha,n.,general
panda,bálluk,n.,general
panel,budh,n.,general
panic,dhór góloon,n.,general
panic,íppara baáiroon,n.,general
panic,dhor lage,v.,general
panicked,dhor laiggé,v.,general
panting,úñcoon,n.,general
papaya,hoiñya,n.,general
paper,habos,n.,general
parable,mesál,n.,general
paradise,bíssoó,n.,general
paradise,jonnot,n.,general
paradise,bísto,n.,general
paragraph,paragaráf,n.,general
parameter,paramithar,n.,general
parameter,hót,n.,general
parameter,limíth,n.,general
parameter,séthing,n.,general
paramilitary,adámilitiri,n.,general
paramilitary,adáfóus,n.,general
paramilitary,nimfóus,n.,general
paramilitary,nimmilitari,n.,general
pardon,mafgoríde,v.,general
pardon,hómagoríde,v.,general
pardon,cómagoríde,v.,general
parent,maabaf,n.,general
parenting,faloon,n.,general
park,thíagorá,v.,general
park,bariza,v.,general
park,bagiza,v.,general
park,gari tíade zaga,v.,general
park,tíade zaga,v.,general
park,bariza,n.,general
park,baguan,n.,general
parking,tíade zaga,n.,general
parking,paakín,n.,general
parliament,palimen,n.,general
parrot,tuta,n.,general
parsley,boórfata,n.,general
part,híssa,n.,general
part,tukuça,n.,general
part,bák,n.,general
part,paáth,n.,general
part,híssa gor,v.,general
part,alok gor,v.,general
part,zuda gor,v.,general
part,paáth paáth gor,v.,general
part,furuza,n.,general
part,thukuça,n.,general
part,elaka,n.,general
participant,cámil óuya,n.,general
participant,córik óuya,n.,general
participant,bák louya,n.,general
participant,híssa louya,n.,general
participate,báklo,v.,general
participate,híssalo,v.,general
participate,córikó,v.,general
participate,cámeló,v.,general
participate,paáthlo,v.,general
participate,sáñtdo,v.,general
participated,bákloiyé,v.,general
participated,híssaloiye,v.,general
participated,córik óiye,v.,general
participated,cámel óiye,v.,general
participating,báklor,v.,general
participating,híssalor,v.,general
participating,córik ór,v.,general
participating,cámel ór,v.,general
participation,bákloon,n.,general
participation,híssaloon,n.,general
participation,córik óon,n.,general
participation,cámel óon,n.,general
particle,hórof,n.,general
particle,gurajiníc,n.,general
particular,háasgorí,adj.,general
particularly,háas gorí,adv.,general
particularly,alok gorí,adv.,general
partly,kessú híssa,adv.,general
partly,kessú bák,adv.,general
partner,cíiardár,n.,general
partner,córik goróya,n.,general
partner,pathnár,n.,general
partnership,cíiardar,n.,general
partnership,paáthnár,n.,general
partnership,híssadar,n.,general
party,faathi,n.,general
party,paathi,n.,general
pass,fac,n.,general
pass,fas,n.,general
pass,fas ó,v.,general
pass,fará,v.,general
pass,dhiñyá,v.,general
pass,paás ó,v.,general
passage,rasta,n.,general
passage,cóçok,n.,general
passage,álda,n.,general
passage,foñt,n.,general
passage,hálda,n.,general
passage,manúic áñçede zaga,n.,general
passageway,rasta,n.,general
passageway,cóçok,n.,general
passageway,álda,n.,general
passageway,foñt,n.,general
passageway,hálda,n.,general
passageway,manúic áñçede zaga,n.,general
passed,fas óiye,v.,general
passed,morigiyói,v.,general
passed,farái giyói,v.,general
passed,dhiyañi giyói,v.,general
passed,paás diyé,v.,general
passenger,súwari,n.,general
passenger,fasínjar,n.,general
passenger,musáfer,n.,general
passenger,pasínjar,n.,general
passing,paásgorér,v.,general
passing,fasgoér,v.,general
passing,farár,v.,general
passing,dhiñyár,n.,general
passing,paás órr,n.,general
passion fruit,anar,n.,general
passionately,dilmon kúcigori,adv.,general
passport,paáspóuth,n.,general
password,húfiawaádh,n.,general
password,fasórlofzó,unknown,general
password,paslofzó,n.,general
past,guzori giyóide,adj.,general
past,age óiyede,adj.,general
past,fúrai giyóide,adj.,general
past,agor,adj.,general
past,furana,adj.,general
past,furan,adj.,general
past,agor zomana,n.,general
past,gyóide zomana,n.,general
past,fisór zomana,n.,general
past,agor hotá,n.,general
past,furana hotá,n.,general
pasta,Italir kókswé,n.,general
pasta,Italir nodhél,n.,general
paste,baiththa ciz,n.,general
paste,lagaido,n.,general
patella,añçúr maala,n.,general
paternal aunt,fúu,n.,general
paternal aunt,bafor bóin,n.,general
paternal aunt,jeçí [báiyor dhoór bou],n.,general
paternal aunt,sañsi [báiyor bou],n.,general
paternal aunt,bafor dhákortu egana,n.,general
paternal uncle,jeçá [dhoóñba],n.,general
paternal uncle,sañsa,n.,general
paternal uncle,bafor bái,n.,general
paternal uncle,bafor dhákortu egana,n.,general
path,rasta,n.,general
path,paát,n.,general
pathetic,doyalu,adj.,general
pathetic,besara,adj.,general
pathway,áñçede rasta,n.,general
patience,sobór,n.,general
patient,ruki,n.,general
patient,biaraimma,n.,general
patient,moriz,n.,general
patient,sobór goróya,adj.,general
patient,ocúk óla,adj.,general
patient,ocúki,adj.,general
patient,sobór goróya,n.,general
patient,sobór goréde,adj.,general
patient,duadi nogoréde,adj.,general
patient,sobórgor,v.,general
patient code of conduct,rukír bebáar or kóuth,n.,general
patrol,soñigor,v.,general
patrol,ngarani gor,v.,general
patrol,sokkor laga,v.,general
pattern,cokól,n.,general
pattern,nokcó,n.,general
pattern,nommuna,n.,general
pattern,niyom,n.,general
pattern,péthen,n.,general
pay,tolob,n.,general
pay,tonhá,n.,general
pay,muzzuri,n.,general
pay,adaiyi,n.,general
pay,de,v.,general
payment,hóssa,n.,general
payment,adaiyi,n.,general
payment,doon,n.,general
payment,diya,n.,general
payment,thiañdiya,n.,general
payment,thiñyadiya,n.,general
pea,mothór,n.,general
pea,mothór ór dana,n.,general
peace,cánti,n.,general
peace,ocánti noó,v.,general
peace,amón,n.,general
peaceful,cánti lagedé,adj.,general
peaceful,cánti ola,adj.,general
peaceful talk,cántir hotá,n.,general
peacefully,cánti gorí,adv.,general
peacefully,cántibábe,adv.,general
peacefully,etminan gorí,adv.,general
peacefully,zógaça sára,adv.,general
peacefully,sófayi gorí,adv.,general
peacefully,amón gorí,adv.,general
peach,píc gula,n.,general
peacock,moiyor,n.,general
peanut,badam,n.,general
peanut oil,badam tel,n.,general
pear,nasfoti gula,n.,general
pedestrian,áñçede manúic,n.,general
peg,kíl,n.,general
pellet,gulguilla gulá,n.,general
pelted,melá maijjé,v.,general
pelvis,keñil or háñdhdhi,unknown,general
pelvis,falú,n.,general
pen,holom,n.,general
pen,kolom,n.,general
pen,kholom,n.,general
penalty,zoribana,n.,general
penalty,penelithi,n.,general
penalty,sáñza,n.,general
penalty,gunáari,n.,general
pencil,leth holom,n.,general
pending,baakiaséde,n.,general
pending,bazáiya,n.,general
penetrated,bútore goillé,v.,general
penguin,pengui,n.,general
penis,cúnarsó,n.,general
penis,ceñth {gair rosómi},n.,general
penis,morot fuain dór córom zaga,n.,general
pension,pencín,n.,general
pension,finsín,n.,general
pentagon,fañskuinna,n.,general
penultimate,fúraibár agortú,adj.,general
people,manúic,n.,general
people,koum,n.,general
people,ummot,n.,general
people,umma,n.,general
people,coksó,n.,general
people,luk,n.,general
people,zati,n.,general
people,awam,n.,general
pepper,gulmoris,n.,general
per,hísafe,prep.,general
per,fisé,prep.,general
per,zon fisé,prep.,general
per day,dine,phrase.,general
perceive,ótnofar,v.,general
perceive,hótnofar,v.,general
perceive,buzí nofarér,v.,general
percent,fisót,adj.,general
percentage,cótkara,n.,general
perception,híyal,n.,general
perception,buzóon,n.,general
perfect,bilkúl sóiyi,adj.,general
perform,adagor,v.,general
perform,anjamde,v.,general
perform,furagor,v.,general
perform,mukkammel gor,v.,general
perform,toocá dahá,v.,general
perform,gor,v.,general
performance,adagorá,n.,general
performance,adakari,n.,general
performance,hamdoon,n.,general
performed,anjamdiyé,v.,general
perhaps,óitfare,adv.,general
perhaps,cayéd,adv.,general
perhaps,múmkin,adv.,general
perhaps,guyáke,adv.,general
perimeter,fakkáraiya,n.,general
period,muddot,n.,general
period,cómo,n.,general
period,thaim,n.,general
period,dour,n.,general
period,doura,n.,general
period,dorós,n.,general
periodic,miyadi,adj.,general
periodic,muddoti,adj.,general
periodic,cómecóme,adv.,general
periodic,zomanayi,adv.,general
periodic,douri,adv.,general
periodic,niyomi,adv.,general
permanent,mustokil,adj.,general
permanent,dáaiman,adj.,general
permanent,hámicallá,adj.,general
permanent,abadulabad ollá,adj.,general
permanent,kaayemi,adj.,general
permanent,estáyi,adj.,general
permanent,fakka,adj.,general
permanently,mustokil hísafe,adv.,general
permanently,dáaiman hísafe,adv.,general
permission,ejazot,n.,general
permission,ezin,n.,general
permission,anumoti,n.,general
permit,ejazot,n.,general
permit,ejazot nama,n.,general
permit,parmíth,n.,general
permit,ejazotdo,v.,general
perpendicular,uwá,n.,general
perpetrate,jrúmgor,v.,general
perpetrate,gunágor,v.,general
perpetrate,paapgor,v.,general
perpetrator,mujrim,n.,general
perpetrator,afáradi,n.,general
perpetrator,gunágar,n.,general
perpetrator,hosúri goróuya,n.,general
perpetrator,oittousar goróuya,n.,general
perpetrator,ducí,n.,general
persecute,zulúm séta gor,v.,general
persecute,zulúm gor,v.,general
persecute,zalafura gor,v.,general
persecute,séta,v.,general
persecute,frecani gor,v.,general
persecute,oittosar gor,v.,general
persecute,azab de,v.,general
persecution,zulúm séta,n.,general
persecution,zulúm,n.,general
persecution,zalafura,n.,general
persecution,séta,n.,general
persecution,frecani,n.,general
persecution,oittosar,n.,general
persecution,azab,n.,general
persist,zidgor,v.,general
persist,bolazuri gor,v.,general
persist,dóri ták,v.,general
persist,erinodis,v.,general
persist,zarirak,v.,general
persist,hámuc ták,v.,general
persist,hoñri dór,v.,general
persist,zitgor,v.,general
persist,ziddí gor,v.,general
persisted,bolazuri goijjé,v.,general
persistent,musolsól,adv.,general
persistent,mustokil,adv.,general
persistent,lagatar,adv.,general
persistent,háthi,adv.,general
person,manúic,n.,general
person,zon,n.,general
personal,zati,adj.,general
personal,nizor,adj.,general
personal belonging,zati sáman,n.,general
personal belonging,nizor sáman,n.,general
personal identification,zati sinno,n.,general
personal identification,nizor sinno,n.,general
personal identification number,zati sinno nombór,n.,general
personal identification number,nizor sinno nombór,n.,general
personally,nize,adv.,general
personally,nizebaze,adv.,general
personally,zati hísafe,adv.,general
personally,coksía hísafe,adv.,general
personnel,zati,adj.,general
perspective,nozoria,n.,general
persuade,bíra,v.,general
persuade,razigoré,v.,general
perusal,díandi foróon,n.,general
perusal,yiad táafan foróon,n.,general
petabyte,pethabáith,n.,general
petabyte,ek házar therabaith,n.,general
petrol,petroul,n.,general
petrol,fetroul,n.,general
petrol,fetroul tel,n.,general
phase,bar,n.,general
phase,motta,n.,general
phase,féis,n.,general
philosophy,fólsofi,n.,general
phlegm,leththwa,n.,general
phone,fún,n.,general
phone,telifún,n.,general
photo,fothú,n.,general
phrase,jumla,n.,general
physical,jisími,adj.,general
